"ALGO";"SPL";"VARIABLE";"value";"DIST";"VRANGE";"FINT"
"IBEA";"Ptoybox1of3";"PCORRECT";28,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";26,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";26,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";26,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";25809;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";25655;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";21204;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";25143;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";30683;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";33367;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";26309;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";25036;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";15804;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";22065;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";22174;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";26610;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";30598;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";21911;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";23246;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";24251;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";29640;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";27980;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";23707;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";28683;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";22403;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";24756;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";24354;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";25553;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";30211;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";27714;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";19096;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";28771;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";25310;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";22074;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";22929;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";32798;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";30497;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";34610;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";38370;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";38608;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";24235;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";26903;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";17848;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";27736;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";31846;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";30894;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";24492;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";23447;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";38032;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";28896;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";28205;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";27148;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";22710;"1of3normal";"15";"F"
"IBEA";"Ptoybox1of3";"TimeToAnyC";30824;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155618833534361;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155591742023668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155659065579457;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155551565932722;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155769487173303;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155474287043048;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155269561998488;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155500581761556;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155602751883607;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,15527294946486;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155685287104661;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,15485939539798;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155911962350383;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155039161192241;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,154959088600356;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,156127886012046;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155571770730005;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155964661509566;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155249608745736;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155746219813345;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,15544431534492;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155328251242984;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155358895076951;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,156270364972013;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155367367670994;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155359350765371;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155413407414703;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155883757172532;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155272625412986;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155982087233837;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155333696709925;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,15622046597359;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155062448609729;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155455416567744;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155569272645217;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155394632491562;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,154865639134897;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155330684316242;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,154840174210964;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155266152432496;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155954607037852;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,156458980336308;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155779548897639;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155881670954643;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,154879703445005;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155091569309719;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155977328794978;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155705382765938;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,155760525325058;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"HV";0,154712100409817;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";23,666666;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";27,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";23;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";28,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";29,666666;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";23,666666;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25,666666;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";22,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";28,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";23;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";25,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";27,000002;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24,333334;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,333332;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";27,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";28;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";24;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"PCORRECT";26,666668;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
"NSGAII";"Ptoybox1of3";"TimeTo50C";NA;"1of3normal";"15";"F"
