"ALGO";"SPL";"VARIABLE";"value";"DIST";"VRANGE";"FINT"
"IBEA";"Paxtls1of3";"PCORRECT";24,666668;"normal";"15";"F"
"IBEA";"Paxtls1of3";"PCORRECT";25;"normal";"15";"F"
"IBEA";"Paxtls1of3";"PCORRECT";24,666668;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";43931;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";40474;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";45333;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";58137;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";43695;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";40250;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";30754;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";49404;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";42784;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";40219;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";35667;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";41761;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";48723;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";44454;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";44583;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";45336;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";51940;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";43206;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";33945;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";45553;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";40306;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";48535;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";49304;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";42416;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";44919;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";46150;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";50199;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";46750;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";45664;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";42581;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";39373;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";41799;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";50723;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";45587;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";40468;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";48201;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";28720;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";35136;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";35905;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";39846;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";45080;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";40724;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";41826;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";46010;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";46901;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";51085;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";41147;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";40871;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";49095;"normal";"15";"F"
"IBEA";"Paxtls1of3";"TimeToAnyC";46437;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,109363371189883;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,104377538016601;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,110290079608291;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,110275210191056;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,105097466445181;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,107571269624211;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106026653057797;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,10918910495854;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,109704182036624;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,104990944997152;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,108532750351308;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106899539101107;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106222702416976;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,108236376735956;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,107820178109729;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,109491755914275;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106448768549889;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,107845586170745;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,107850779773038;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106317296184017;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106821615432569;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106783364965833;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,110319514200512;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106078618883283;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,104684844811036;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,108557421899431;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106394229672449;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,105428643092293;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,108244911030378;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,105107328492359;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,10970203434171;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,103966184719625;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,108616563562036;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,10500282971727;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106347184097087;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,110924753854518;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,105223408439654;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,112311394716298;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,10380375041905;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,110375670946698;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106290406569497;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,108324090006628;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,10793566656542;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106247999380553;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106699940488173;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106644226275077;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,10318335572956;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,108159309138527;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,110329025726454;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"HV";0,106109129143114;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";8;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";6,333333;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5,666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";2,3333333;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5,666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";2,6666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";2,6666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";2,3333333;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";8,666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";6,333333;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";2,6666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";1,3333334;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";2,6666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";6,333333;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,6666665;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";5,666667;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";3,3333335;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";4;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"PCORRECT";6,333333;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
"NSGAII";"Paxtls1of3";"TimeTo50C";NA;"normal";"15";"F"
