CmV;Chi;Euc
0,9999246;0,1649727;0,006760732
0,9900193;0,09707484;0,05414108
0,7659315;0,09707484;0,02860307
0,9900193;0,09707484;0,05414108
0,9188052;0,09707484;0,01430155
0,9999246;0,09707484;0,02860307
0,9999246;0,05414108;0,02860307
0,9900193;0,05414108;0,02860307
0,9188052;0,05414108;0,01430155
0,9188052;0,05414108;0,02860307
0,9999246;0,05414108;0,006760732
0,9900193;0,05414108;0,02860307
1;0,05414108;0,02860307
0,9188052;0,02860307;0,1649727
0,9900193;0,05414108;0,1649727
0,9900193;0,09707484;0,05414108
0,9900193;0,05414108;0,05414108
0,9188052;0,05414108;0,1649727
0,9999246;0,09707484;0,09707484
0,9188052;0,09707484;0,05414108
0,9999246;0,05414108;0,09707484
0,9900193;0,05414108;0,09707484
0,9999246;0,05414108;0,1649727
1;0,09707484;0,2656871
0,9999246;0,05414108;0,09707484
0,9999246;0,05414108;0,1649727
1;0,05414108;0,09707484
0,9188052;0,09707484;0,05414108
0,9999246;0,09707484;0,1649727
1;0,05414108;0,09707484
0,9900193;0,09707484;0,2656871
0,9999246;0,09707484;0,09707484
0,9999246;0,1649727;0,09707484
0,9900193;0,09707484;0,09707484
1;0,05414108;0,05414108
0,9999246;0,09707484;0,09707484
0,9900193;0,05414108;0,05414108
0,9999246;0,09707484;0,05414108
0,7659315;0,02860307;0,1649727
0,9900193;0,02860307;0,09707484
0,9188052;0,02860307;0,1649727
0,003018184;0,09707484;0,09707484
0,1649727;0,05414108;0,09707484
0,9188052;0,05414108;0,09707484
0,000187911;0,05414108;0,01430155
0,9188052;0,1649727;0,02860307
0,02860307;0,003018184;0,01430155
0,7659315;0,02860307;0,02860307
0,9188052;0,000187911;0,01430155
0,001270814;6,58E-05;0,05414108
0,7659315;0,000187911;0,02860307
0,4045874;0,09707484;0,006760732
0,05414108;0,006760732;0,01430155
0,5786001;6,58E-05;0,05414108
0,000503944;0,003018184;0,02860307
0,2656871;0,000187911;0,003018184
0,01430155;0,003018184;0,05414108
0,4045874;0,09707484;0,05414108
0,05414108;6,58E-05;0,05414108
0,003018184;0,02860307;0,006760732
0,1649727;0,1649727;0,05414108
0,003018184;0,000187911;0,01430155
0,09707484;0,02860307;0,003018184
0,01430155;6,58E-05;0,003018184
0,7659315;0,02860307;0,003018184
0,2656871;6,58E-05;0,05414108
0,02860307;0,001270814;0,02860307
0,003018184;0,000503944;0,006760732
0,003018184;0,01430155;0,006760732
0,5786001;0,02860307;0,003018184
0,01430155;0,006760732;0,02860307
0,7659315;0,05414108;0,003018184
0,02860307;0,05414108;0,02860307
0,9188052;0,02860307;0,003018184
0,006760732;6,58E-05;0,006760732
0,4045874;6,58E-05;0,006760732
0,05414108;6,58E-05;0,01430155
0,02860307;0,05414108;0,02860307
0,4045874;0,003018184;0,05414108
0,09707484;6,58E-05;0,05414108
0,2656871;6,58E-05;0,003018184
0,05414108;0,02860307;0,006760732
0,5786001;0,001270814;0,05414108
0,01430155;0,1649727;0,003018184
0,5786001;0,000187911;0,003018184
0,5786001;0,006760732;0,003018184
0,05414108;0,000503944;0,006760732
0,003018184;0,006760732;0,05414108
0,2656871;0,000187911;0,02860307
0,4045874;0,02860307;0,003018184
0,2656871;0,001270814;0,02860307
0,9188052;0,000503944;0,006760732
0,2656871;0,02860307;0,05414108
0,5786001;0,000503944;0,003018184
0,7659315;0,02860307;0,006760732
0,9188052;0,000187911;0,05414108
0,2656871;0,2656871;0,02860307
0,2656871;0,09707484;0,02860307
0,7659315;0,09707484;0,02860307
0,5786001;0,2656871;0,02860307
0,9188052;0,2656871;0,05414108
0,9188052;0,2656871;0,02860307
0,9188052;0,09707484;0,05414108
0,5786001;0,1649727;0,01430155
0,9188052;0,1649727;0,02860307
0,4045874;0,2656871;0,09707484
0,7659315;0,1649727;0,02860307
0,2656871;0,09707484;0,09707484
0,7659315;0,2656871;0,09707484
0,9188052;0,09707484;0,02860307
0,2656871;0,09707484;0,02860307
0,9188052;;0,09707484
0,5786001;;0,02860307
0,7659315;;0,02860307
0,5786001;;0,02860307
0,9188052;;0,02860307
0,5786001;;0,02860307
0,5786001;;0,09707484
0,7659315;;0,02860307
0,7659315;;0,02860307
0,7659315;;0,09707484
0,7659315;;0,09707484
0,7659315;;0,09707484
0,9188052;;0,02860307
0,7659315;;0,02860307
0,7659315;;0,02860307
0,7659315;;0,09707484
0,9188052;;0,09707484
0,5786001;;0,02860307
0,7659315;;0,02860307
0,7659315;;0,02860307
0,9188052;;0,09707484
0,7659315;;0,02860307
0,7659315;;0,02860307
0,9188052;;0,02860307
0,7659315;;0,09707484
0,5786001;;0,1649727
0,7659315;;0,1649727
0,9188052;;0,01430155
0,9188052;;0,01430155
0,7659315;;0,1649727
0,006760732;;0,1649727
0,4045874;;0,1649727
0,4045874;;0,01430155
0,000503944;;0,1649727
0,5786001;;0,1649727
0,006760732;;0,01430155
0,2656871;;0,1649727
0,001270814;;0,1649727
0,4045874;;0,1649727
0,09707484;;0,2656871
0,006760732;;0,01430155
0,006760732;;0,1649727
0,1649727;;0,1649727
0,000503944;;0,1649727
0,4045874;;0,1649727
0,09707484;;0,1649727
0,001270814;;0,02860307
0,2656871;;0,01430155
0,02860307;;0,006760732
0,003018184;;0,1649727
0,4045874;;0,1649727
0,5786001;;0,2656871
0,001270814;;0,1649727
0,01430155;;0,1649727
0,006760732;;0,1649727
0,5786001;;0,1649727
0,006760732;;0,1649727
0,003018184;;0,2656871
0,003018184;;0,1649727
0,006760732;;0,006760732
0,5786001;;0,01430155
0,02860307;;0,1649727
0,003018184;;0,05414108
0,006760732;;0,006760732
0,4045874;;0,05414108
0,5786001;;0,05414108
0,02860307;;0,02860307
0,05414108;;0,01430155
0,01430155;;0,02860307
0,003018184;;0,02860307
0,09707484;;0,01430155
0,1649727;;0,05414108
0,006760732;;0,02860307
0,5786001;;0,006760732
0,02860307;;0,01430155
0,1649727;;0,01430155
0,4045874;;0,05414108
0,09707484;;0,02860307
0,02860307;;0,02860307
0,001270814;;0,09707484
0,9900193;;0,09707484
0,9900193;;0,02860307
0,9900193;;0,01430155
0,9188052;;0,05414108
0,9900193;;0,05414108
0,9900193;;0,1649727
0,9188052;;0,09707484
0,9188052;;0,09707484
0,9900193;;0,1649727
0,9900193;;0,01430155
0,9900193;;0,006760732
0,9900193;;0,01430155
0,9900193;;0,05414108
0,9900193;;0,05414108
0,9900193;;0,09707484
0,9900193;;0,01430155
0,9900193;;0,09707484
0,9188052;;0,05414108
0,9900193;;0,02860307
0,9188052;;0,05414108
0,9900193;;0,09707484
0,9900193;;0,02860307
0,9900193;;0,01430155
0,9900193;;0,05414108
0,9900193;;0,01430155
0,9900193;;0,02860307
0,9900193;;0,09707484
0,9900193;;0,05414108
0,9900193;;0,02860307
0,9900193;;
0,9188052;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9188052;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9900193;;
0,9188052;;
0,9188052;;
0,9900193;;
0,9900193;;
0,9188052;;
0,9999246;;
0,05414108;;
0,02860307;;
0,2656871;;
0,9999246;;
0,05414108;;
0,4045874;;
0,9999246;;
0,2656871;;
0,9900193;;
0,1649727;;
0,2656871;;
0,5786001;;
0,1649727;;
0,2656871;;
0,2656871;;
0,1649727;;
0,05414108;;
0,7659315;;
0,1649727;;
0,2656871;;
0,2656871;;
0,4045874;;
0,2656871;;
0,2656871;;
0,05414108;;
0,2656871;;
0,2656871;;
0,2656871;;
0,09707484;;
0,05414108;;
0,9188052;;
0,05414108;;
0,9900193;;
0,09707484;;
0,9188052;;
0,1649727;;
0,2656871;;
0,2656871;;
0,09707484;;
0,05414108;;
0,9188052;;
0,9900193;;
0,2656871;;
0,9900193;;
0,05414108;;
0,2656871;;
0,2656871;;
0,02860307;;
0,9188052;;
0,1649727;;
0,09707484;;
0,2656871;;
0,5786001;;
0,5786001;;
0,1649727;;
0,1649727;;
0,1649727;;
0,1649727;;
0,1649727;;
0,2656871;;
0,1649727;;
0,5786001;;
0,4045874;;
0,5786001;;
0,4045874;;
0,5786001;;
0,5786001;;
0,1649727;;
0,5786001;;
0,1649727;;
0,5786001;;
0,5786001;;
0,1649727;;
0,1649727;;
0,5786001;;
0,1649727;;
0,1649727;;
0,1649727;;
0,2656871;;
0,4045874;;
0,1649727;;
0,1649727;;
0,1649727;;
0,2656871;;
0,5786001;;
0,4045874;;
0,4045874;;
0,5786001;;
0,1649727;;
0,1649727;;
0,2656871;;
0,09707484;;
0,5786001;;
0,2656871;;
0,4045874;;
0,2656871;;
0,5786001;;
0,1649727;;
0,2656871;;
0,5786001;;
0,4045874;;
0,02860307;;
0,2656871;;
0,02860307;;
0,1649727;;
0,5786001;;
0,4045874;;
0,4045874;;
0,05414108;;
0,2656871;;
0,09707484;;
0,4045874;;
0,1649727;;
0,1649727;;
0,05414108;;
0,1649727;;
0,09707484;;
0,2656871;;
0,02860307;;
0,02860307;;
0,09707484;;
0,5786001;;
0,5786001;;
0,02860307;;
0,05414108;;
0,05414108;;
0,02860307;;
0,4045874;;
0,2656871;;
0,4045874;;
0,09707484;;
0,02860307;;
0,1649727;;
0,4045874;;
0,05414108;;
0,02860307;;
0,02860307;;
0,02860307;;
0,4045874;;
0,5786001;;
0,01430155;;
0,05414108;;
0,02860307;;
0,09707484;;
0,02860307;;
0,1649727;;
0,4045874;;
0,4045874;;
0,1649727;;
